Unnamed: 0,Bug ID,Product,Component,Status,Resolution,Summary,Average_Cos_Similarity_Bigram,Average_Cos_Similarity_Score,Changed,Description,Duplicate_Bug_Ids
10653,515479.0,Platform,UI,CLOSED,DUPLICATE,Avoid using deprecated junit.framework.Assert;,0.014838703661019418,0.03085106158925715,23-04-2017 16:12,we should use org junit assert ,515631.0
10659,515488.0,z_Archived,Recommenders,CLOSED,DUPLICATE,Autocompletion error,0.015747530924221622,0.02535966490789697,24-07-2019 14:37,created attachment   the error  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,513809.0
10709,515576.0,Platform,Text,CLOSED,DUPLICATE,[content assist] Asynchronous API doesn't support prefix completion,0.016653065208646175,0.030449523565849113,14-06-2018 07:41,in contentassistant when prefix completion property   is set to true then ca workflow goes to incrementalcomplete  method and this method is still using ui thread to compute proposals ,534395.0
10745,515642.0,Platform,Releng,CLOSED,DUPLICATE,Test failures from I20170421-2000,0.0077385608403755185,0.012043600156990684,24-04-2017 04:19,releng test testjavadoclogs is failing from     ,515620.0
10838,515845.0,Community,IPZilla,CLOSED,DUPLICATE,Unable to log in,0.0146184589629172,0.025320022886171023,26-04-2017 10:17,i m unable to log into ipzilla using either my eclipse email password or eclipse username password ,514555.0
11030,516141.0,z_Archived,PlanetEclipse,CLOSED,DUPLICATE,Add my blog,0.004764075163016595,0.006495221744004092,20-08-2019 10:48,please  add my blog eclipsebrazil wordpress com,301747.0
11046,516168.0,z_Archived,PDT,CLOSED,DUPLICATE," @see is marked with ""cannot be resolved to a type"" for methods",0.01749376481381475,0.031202041107600036,14-05-2020 11:25,eclipse           pdt          let s assume we have this code     php abstract class a       abstract public function f      class b extends a                    inheritdoc                 see a  f              public function f                  pdt reports a warning on the line     see a  f   saying   a  f  cannot be resolved to a type ,515893.0
11220,516480.0,Platform,SWT,CLOSED,DUPLICATE,[I18N][GTK] KeyDown event with problematic values on Russian layout,0.015220470153344276,0.026294816660809923,05-01-2018 04:04,when running following example on ubuntu     with the german or english keyboard layout and pressing ctrl c  following is printed to console   event character     event keycode      having switched to the russian keyboard layout  it becomes impossible to detect ctrl c because following is sent   event character     event keycode    ,61190.0
11261,516539.0,Platform,SWT,CLOSED,DUPLICATE,[Win32][Dark Theme] Combo does not allow to set the background color,0.014326258373787355,0.021966148082372464,22-06-2017 16:37,created attachment   screenshot  see screenshot,508634.0
11349,516698.0,EMF,Core,CLOSED,DUPLICATE,Missing validation diagnostic for repeated EAnnotation.source,0.01442096002330059,0.01790675532576002,22-08-2017 06:59,if a    genmodel eannotation is duplicated  the genmodel conversion ignores all but the first  very plausible but potentially ignoring model content   since genmodel  malfunctions  for multiple eannotation source  surely there should be an emf validation diagnostic when validating the following     xml version       encoding  utf       ecore epackage xmi version       xmlns xmi     xmlns xsi     org   xmlschema instance      xmlns ecore     ecore  name  my  nsuri     nsprefix  my      eclassifiers xsi type  ecore eclass  name  doctest        eoperations name  testjava  lowerbound     etype  ecore edatatype    ecore   eint          eannotations source     genmodel            details key  documentation  value  java documentation            eannotations         eannotations source     genmodel            details key  body  value  return               eannotations        eoperations      eclassifiers    ecore epackage ,418619.0
11350,516702.0,JDT,Core,CLOSED,DUPLICATE,Mars Java compiler fails to infer type arguments,0.017694073825919712,0.028190257248828107,16-05-2017 06:44,i have the following method shouldworkbutfails compiling without problems in eclipse       and javac         however it fails in eclipse             void shouldworkbutfails            list entry integer  integer   entries   new arraylist             collections sort           error message  the type of getvalue  from the type map entry integer integer  is integer  this is incompatible with the descriptor s return type  comparable   super comparable   super u      i found the following workaround which are accepted by eclipse             void              list entry integer  integer   entries   new arraylist             collections sort               void              list entry integer  integer   entries   new arraylist             comparator entry integer  integer   comparator   comparator comparing           collections sort            the type of getvalue  from the type map entry integer integer  is integer  this is incompatible with the descriptor s return type  comparable   super comparable   super u  ,510111.0
11410,516822.0,Community,Gerrit,CLOSED,DUPLICATE,Can't sign into Gerrit,0.013456719018799442,0.022048048700393456,18-05-2017 08:40,created attachment   signin problem  i created an eclipse account a few days ago  but i am unable to sign into gerrit   username  mikael ferland ericsson com  thanks ,516692.0
11417,516830.0,JDT,UI,CLOSED,DUPLICATE,Convert to anonymous inner class to lambda removes comments,0.01799139203514455,0.03111439548035495,18-05-2017 04:31,if i convert certain anonymous inner classes to lambda via the quick fix  comments are not preserved   example with an swt button  button addselectionlistener        override    public void widgetselected        job create          override      public void run  throws coreexception            do something long running                        if you want to update the ui       system out println                 schedule                results in   loadtabledatabutton addselectionlistener        override    public void widgetselected        job create  monitor    system out println   schedule           ,424266.0
11423,516844.0,JDT,Core,CLOSED,DUPLICATE,Use StringBuilder instead of StringBuffer in jdt.core for non-test code,0.015087184587197952,0.029321932103467556,19-07-2021 06:02,    this bug was initially created as a clone of bug         see    difference between stringbuilder and stringbuffer  unless we use stringbuffer in api or have a good reason  i suggest to change to stringbuilder ,574532.0
11478,516942.0,USSSDK,General,CLOSED,DUPLICATE,Missing icon in toolbar contribution,0.014187780292460992,0.02490814543484364,25-05-2017 09:56,created attachment   screenshot  version  oxygen release milestone      icon is not shown in uss marketplace menu,512289.0
11500,516982.0,Papyrus,Diagram,CLOSED,DUPLICATE,[Diagram][sequence] remove warning on message,0.0058562325288760665,0.009399067325938138,30-05-2017 07:45,openjdk   bit server vm   warning  nls missing message  diagramspreferencepage notificationgroup label in  custom messages warning  nls missing message  diagramspreferencepage executionspecificationwithsyncmsg label in  custom messages warning  nls missing message  diagramspreferencepage executionspecificationwithasyncmsg label in  custom messages warning  nls missing message  diagramspreferencepage createbehaviorexecutionspecification in  custom messages warning  nls missing message  diagramspreferencepage createactionexecutionspecification in  custom messages warning  nls missing message  diagramspreferencepage createnoexecutionspecification in  custom messages warning  nls missing message  pref execution specification sync msg in  custom messages warning  nls missing message  pref execution specification async msg in  custom messages,517077.0
